AUTHORS,TITLE,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,YEAR,ABSTRACT
"Fernandez, E. V.; Shi, X.; Li, Z.",Ritualized fights among foraging cattle egrets following Pere David's deer in Dafeng Nature Reserve,JOURNAL OF ZOOLOGY,302,73,78,10.1111/jzo.12435,2017,"The outcome success of animals competing for food resources may be influenced by their differences in resource holding potential and motivation to acquire these resources. This study investigated the naturally occurring aggressive interactions during ritualized fights of the cattle egret (Bubulcus ibis) foraging with Pere David's deer (Elaphurus davidianus). The study was conducted in the first core zone of Dafeng Pere David's Deer National Nature Reserve, Jiangsu, China during the summers of 2012 and 2013. The foraging and vigilance variables of resident cattle egrets feeding with a deer with and without intrusion were calculated and compared. Cases of ritualized fights between residents and intruders were recorded in naturally occurring aggressive interactions. The prey capture success rate and the total foraging earnings of resident cattle egrets following a deer with intrusion were significantly higher than those of resident foragers without intrusion. The resident status did not affect the outcomes of the ritualized fights of the cattle egrets, although adult residents or intruders had more cases of winning in contesting ownership of the deer. Thus, age is the major resource holding factor in foraging cattle egrets competing for host ownership."
"Mysterud, A; Ostbye, E",Cover as a habitat element for temperate ungulates: effects on habitat selection and demography,WILDLIFE SOCIETY BULLETIN,27,385,394,,1999,
"FLEMMING, SP; CHIASSON, RD; SMITH, PC; AUSTINSMITH, PJ; BANCROFT, RP",PIPING PLOVER STATUS IN NOVA-SCOTIA RELATED TO ITS REPRODUCTIVE AND BEHAVIORAL-RESPONSES TO HUMAN DISTURBANCE,JOURNAL OF FIELD ORNITHOLOGY,59,321,330,,1988,
"O'Kane, Christopher A. J.; Macdonald, David W.",An experimental demonstration that predation influences antelope sex ratios and resource-associated mortality,BASIC AND APPLIED ECOLOGY,17,370,376,10.1016/j.baae.2015.11.001,2016,"Smaller, enclosed reserves lacking large mammalian predators are an increasingly popular commercial model in southern Africa and elsewhere. The presence or absence of predation is likely to have major effects on the population dynamics of sexually dimorphic ungulates, with contradictory implications for multiple-use reserves, and to provide fundamental insights into predator prey relationships.Over a two- and four-year period we determined the adult sex ratios and juvenile mortality of two substantial populations of impala Aepyceros melampus in South Africa one in predator-free Ithala Game Reserve (IGR), the other in neighbouring predator-laden Illuhluwe-iMfolozi Park (IliP). Data were collected monthly, over a five-day period, by repeated road transects covering a representative sample of the reserves' habitat types. We assessed differences in adult sex ratios by applying Pearson's chi-square test, whilst to explore the relationship between juvenile mortality, the advance of the breeding year, rainfall and the presence or absence of predators, we used a generalized linear model.We found that the impala adult male to adult female ratio was significantly lower in the presence of predation (IliP = 0.43, IGR = 0.69). The generalized linear model revealed that the overall proportion of juveniles in breeding herds (defined as herds containing at least one juvenile) declined, over the breeding year, at a faster rate in the presence of predators. Impala juvenile mortality over the breeding year was not significantly affected by lower rainfall in the absence of predators, but under predation juvenile mortality declined at a faster rate over a drier year compared to years of near average rainfall a. novel finding amongst African antelope,Such fundamental insights into predator prey relationships are especially relevant to predator-free reserves, where management and planners should be aware of these influences and, depending on the business model, consider replicating them artificially."
"Carthey, Alexandra J. R.; Banks, Peter B.",Naivete is not forever: responses of a vulnerable native rodent to its long term alien predators,OIKOS,125,918,926,10.1111/oik.02723,2016,"Alien predators have wreaked havoc on isolated endemic and island fauna worldwide, a phenomenon generally attributed to prey naivete, or a failure to display effective antipredator behaviour due to a lack of experience. While the failure to recognise and/or respond to a novel predator has devastating impacts in the short term after predators are introduced, few studies have asked whether medium to long term experience with alien predators enables native species to overcome their naivete. In Australia, introduced dogs Canis lupus familiaris, foxes Vulpes vulpes and cats Felis catus have caused rapid extinctions and declines in small-medium sized native mammals since they were introduced similar to 150 years ago. However, native wildlife have had similar to 4000 years experience with another dog - the dingo Canis lupus dingo. Native bush rats Rattus fuscipes remain common despite predation from these predators. We predicted that prior experience with dingoes would mean that bush rats recognise and respond to dogs, but suspect that hundreds of years experience may not be enough for effective responses to cats and foxes. To test these predictions, we combined the giving-up density (GUD) with analysis of remote camera footage to measure bush rat foraging and behavioural responses to body odour from dogs, foxes, cats and native spotted-tail quolls Dasyurus maculatus. Bush rats responded strongly to dogs with increased GUDs, increased vigilance and decreased foraging. However, mixed responses to foxes and cats suggest that at least some individuals remain naive towards these predators. Naivete is not necessarily forever: alien predators devastate many native prey species, but others may learn or adapt to the new threat."
"Sourakov, A; Mitchell, ER",Effects of cool temperatures on oviposition and development of Cotesia marginiventris (Hymenoptera : Braconidae),FLORIDA ENTOMOLOGIST,84,308,309,10.2307/3496187,2001,
"Jessop, Tim S.; Ariefiandy, Achmad; Purwandana, Deni; Benu, Yunias Jackson; Hyatt, Matthew; Letnic, Mike",Little to fear: largest lizard predator induces weak defense responses in ungulate prey,BEHAVIORAL ECOLOGY,30,624,636,10.1093/beheco/ary200,2019,"Nonconsumptive effects can strongly influence apex predator ecological function. These effects arise because prey often induce costly phenotypic responses to mitigate predation risk. Yet because predator-prey interactions are complex, prey defenses may vary considerably. We investigated if the Komodo dragon (Varanus komodoensis), a reptile apex predator, induced multiscale antipredator responses in key prey, the Rusa deer (Cervus timorensis) and the wild pig (Sus scrofa). To this end, we examined the temporal and spatial partitioning of habitats by predator and prey, determined the size of ungulate groups as a function of risk, and assessed changes in individual behavior of prey individuals exposed to predator kairomones at feeding stations. Komodo dragon, deer, and pig populations exhibited significant, but subtle differences in 3 habitat preferences that otherwise indicated high niche overlap. Komodo dragon predation risk, alongside other commonly considered predictor variables, did not affect deer or pig group size. With the exception of one individual-based vigilance-type behavior in pigs, no other antipredator behavior, including reduced food consumption, significantly varied in the presence of predator odor cue at feeding stations. Overall, our results indicated limited evidence for antipredator behavior and suggested Komodo dragons exert weak nonconsumptive effects of predation in ungulates. However, weak predatory interactions could be beneficial in island ecosystems as it could promote predator-prey coexistence that reduces extinction risk.Apex predators hold important ecological roles through their ability to kill and induce antipredator responses in prey. Against expectation, we provide compelling evidence that the Komodo dragon, the largest lizard predator, induces only weak antipredator responses in key prey-Rusa deer and wild pig. Low and variable energy requirements of Komodo dragons could explain limited antipredator responses. Weak predation, however, probably benefits the persistence and coexistence of Komodo dragon and prey populations on small islands."
"Blackwell, Bradley F.; Seamans, Thomas W.; Linnell, Kimberly; Kutschbach-Brohl, Lisa; DeVault, Travis L.","Effects of visual obstruction, prey resources, and satiety on bird use of simulated airport grasslands",APPLIED ANIMAL BEHAVIOUR SCIENCE,185,113,120,10.1016/j.applanim.2016.10.005,2016,"Grasslands represent 39%-50% of U.S. airport properties, and a recent management framework recommended exploiting both antipredator behaviours and food resources in airport grasslands to curb use by birds considered hazardous to aviation safety. We evaluated framework predictions empirically by exposing unsated and sated brown-headed cowbirds (Molothrus ater) to visually obstructive (similar to 13-cm vegetation height; tall), higher-risk plots versus unobstructive (<8 cm vegetation height; short) plots, and relative to prey resources. We predicted that 1) unsated birds (unfed since the previous day) would be present in greater numbers and forage more in short than tall vegetation plots 24 h post-mowing because of invertebrate flush resulting from mowing; 2) unsated birds would show increasing numbers and foraging in tall plots >24 h post-mowing because of decreasing food abundance and availability in short plots; and 3) sated birds would be present in greater numbers and forage more in short vegetation overall, because vigilance needs would exceed that of food needs. We evaluated effects of visual obstruction (a metric correlated with both vegetation height and insect density) on behaviours within plots via generalized linear mixed models. Unsated cowbirds showed nearly equal numbers in tall and short plots ((X) over bar [SE] individuals using tall plots: 9.5 [5.1]; short plots: 9.8 [5.1], P=1.00, Wilcoxon Signed Ranks Test), and foraged nearly equally in both plots 24 h post-mowing (tall plots: 6.9 [4.7] individuals; short plots: 6.6 [4.11individuals, P= 0.94). Prey availability was likely enhanced within short plots within 24 h of mowing, but possibly in adjacent tall plots as well. Over the course of the experiments (8-9 days) unsated cowbirds showed no difference in numbers between plots (tall plots: 8.2 [4.9] individuals; short plots: 11.4 [4.9] individuals, P=0.13), but foraged more in short plots (tall plots: 4.4 [3.8] individuals; short plots: 7.8 [4.2] individuals, P=0.01); visual obstruction was significantly and negatively correlated with foraging in tall plots. Sated cowbirds selected for short plots (use of tall plots: 5.9 [4.2] individuals; short plots: 11.7 [4.6] individuals, P<0.01; foraging in tall plots: 4.1 [3.3] individuals; short plots: 8.2 [4.6] individuals, P< 0.01). Our findings support recommendations for use of visually obstructive vegetation in combination with proactive control of food resources to reduce use of airport grasslands by birds that select against visually obstructive cover. Published by Elsevier B.V."
"Jahn, Alex E.; Lerman, Susannah B.; Phillips, Laura M.; Ryder, Thomas B.; Williams, Emily J.",First tracking of individual American Robins (Turdus migratorius) across seasons,WILSON JOURNAL OF ORNITHOLOGY,131,356,359,10.1676/18-124,2019,"The American Robin (Turdus migratorius) is one of the most widespread. common bird species in North America; yet. very little is known about its migratory connectivity, migration timing, and migratory routes. Using archival GPS tags, we tracked the movements of 7 individual robins from 3 breeding populations in the United States. Four robins captured in Denali National Park and Preserve, Alaska, overwintered in Texas, Nebraska, Oklahoma, and Montana, up to 4,500 km from the capture location. One robin captured in Amherst, Massachusetts, overwintered in South Carolina 1,210 km from the capture location, whereas 2 robins captured in Washington, D.C., spent the entire year within 6 km of their original capture location. Understanding the annual cycle and differences in migration strategies for a species that exhibits large regional variation in movement has the potential to provide novel insights into how conspecific populations respond to current and future heterogeneity in climate and habitat. The region-specific patterns presented here suggest robins could serve as sentinels of environmental change at a continental scale."
"Quirke, Thomas; O'Riordan, Ruth M.",The effect of different types of enrichment on the behaviour of cheetahs (Acinonyx jubatus) in captivity,APPLIED ANIMAL BEHAVIOUR SCIENCE,133,87,94,10.1016/j.applanim.2011.05.004,2011,"Enrichment, in the form of changes to the structure and content of enclosures, in addition to changes to husbandry practice, have been used on a range of felids resulting in increased activity levels and decreased levels of pacing behaviour. It is important to determine what types of enrichment are effective for individual species in captivity. The aim of this research was to test the effect of three different enrichment treatments on the behaviour of cheetahs at Fota Wildlife Park, Ireland. The three treatments; temporal variation in feeding, spatial variation in feeding and olfactory enrichment using scimitar-horned oryx (Oryx dammah) faeces were chosen to provide a degree of novelty and unpredictability to the captive environment, with the goal of decreasing pacing while increasing active and exploratory behaviours. Following baseline data collection, treatments were introduced to the five cheetah enclosures according to a schedule, with each treatment being carried out for five days followed by a 14-day post-treatment (PT) period prior to the next treatment being introduced. A Friedmann ANOVA was carried out to test if the schedule of enrichment treatments had an effect on cheetah behaviour. Vigilance behaviour was observed less frequently during treatment and post-treatment phases (4.1-9.5%) compared with the baseline observations (11.1%). Exploratory behaviour fluctuated with the highest level occurring during the olfactory enrichment treatment. There was a trend for pacing to decrease during enrichment treatments. A range of behaviours were also significantly affected at different times of the day by the schedule of treatments. The results were similar to previous enrichment studies on other felids suggesting that the use of these types of enrichment can be an effective form of enrichment for cheetahs in captivity. Individual groups also reacted differently to the enrichment treatments, suggesting that enrichment can have varying effects on behaviour of captive cheetahs depending on group identity and configuration. The schedule of treatments, punctuated by the return to baseline conditions, is also cited as having an enriching effect. Due to different behaviours being affected at different times of day, the question was raised about the use of specific enrichments during periods of time when abnormal behaviour is prevalent. Research on the behavioural effects of a randomised enrichment treatment schedule, rather than a sequential one used in this study may be of benefit, in order to separate the effects of the schedule and the treatments. (C) 2011 Elsevier B.V. All rights reserved."
"Arzamendia, Yanina; Bonacic, Cristian; Vila, Bibiana",Behavioural and physiological consequences of capture for shearing of vicunas in Argentina,APPLIED ANIMAL BEHAVIOUR SCIENCE,125,163,170,10.1016/j.applanim.2010.04.013,2010,"Behavioural. physical and physiological responses of Argentinean vicunas to capture, handling and shearing were studied for the first time. The research was undertaken in a study area of 2414 ha with a mean density of 12-40 vicunas/km(2). Captures were conducted on groups of wild vicunas that had not received any prior management. Groups were herded into a funnel system that ended in a corral with several internal subdivisions. Three distinct capture methods were compared, according to the method by which the animals were herded into the corral (vehicles system: vehicles only; mixed system: people on foot and vehicles; and Chaku system: people on foot only). Attempts to escape, alarm calls, increased vigilance, vocalizations, and kicking were measured to quantify the stress response. A total of 478 vicunas were captured between May 2003 and November 2005. Vicunas captures by mixed system showed alert and active behaviours and vocalized more in the handling corral. The most active animals inside the corrals showed higher respiratory and heart frequency during handling (r = 0.44, P < 0.05 and r = 0.58, P < 0.001, respectively) and the heart rate increase was inversely proportional to blood glucose and creatin kinase (CK levels) (r = -0.31, P = 0.05 and r = -0.4, P = 0.05, respectively). Females captured by people on foot showed greater concentrations of cortisol (174 +/- 10.5 nmol/L), compared to vicunas captured by people and vehicles (127.38 +/- 12.5 nmol/L) (F((1,21)) = 7.22, P < 0.05). Cortisol levels peaked between 90 and 120 min post-capture (female = 177.13 +/- 7.67 nmol/L: male = 135.11 +/- 13.23 nmol/l.). CK (In) increased significantly according to time spent in captivity. The system that caused the fewest stress responses in vicunas was capture by people on foot. (c) 2010 Elsevier B.V. All rights reserved."
"Ziolkowski, DJ; Johnson, LS; Hannam, KM; Searcy, WA",Coordination of female nest attentiveness with male song output in the cavity-nesting House Wren Troglodytes aedon,JOURNAL OF AVIAN BIOLOGY,28,9,14,10.2307/3677088,1997,"During the incubation stage of breeding, male House Wrens periodically move very near nest cavities and sing, and females, who alone incubate in this species, often appear to wait to take a break from incubating until they hear their mate singing nearby. This study tested quantitatively for a non-random association between female nest attentiveness and male song output in two ways. First, 11 pairs of wrens were observed for 2 h during their incubation stages and the rime of each male song and each female exit from, and entrance into, the nest cavity was noted. Of the 60 exits observed, 29 (48%) occurred within 30 s of when the male began a song bout near the nest. Overall, female exits followed significantly sooner after the start of male song bouts than expected if exits normally occurred al random with respect to song. Males were also removed temporarily from 12 territories during incubation stages and the nest attentiveness of their females was monitored for 2 h. These experimental females spent, on average, 18% more time in nests than did 11 undisturbed control females (47 vs 40 min/h). This occurred only because experimental females waited longer to exit nests during each attentive period. Experimental females did not take shorter recesses. Females may benefit from waiting to exit nests until their mates are singing nearby because: (1) the male's song indicates to the female that no predators are present, (2) males will be present to guard nests, especially against conspecifics, in the female's absence, and/or (3) males can act as sentinels while females are foraging."
"Burt, DB",Habitat-use patterns in cooperative and non-cooperative breeding birds: Testing predictions with western scrub-jays,WILSON BULLETIN,108,712,727,,1996,"I propose a method to test extensions of models concerning the maintenance of cooperative breeding systems that examines patterns of habitat use relative to the distribution of habitat components among territories. I analyzed habitat use and behavioral time budget data for a Texas population of the Western Scrub-Jay (Aphelocoma californica), As a non-cooperative population, one of two habitat-use patterns was expected: (1) specialist habitat-use patterns in an abundant, widespread habitat type, with little variation among territories in habitat composition or (2) generalist habitat-use patterns with the potential of significant variation in habitat composition among territories. These jays show a combination of habitat-use patterns supporting both predictions. The only resources that males utilize as a specialist, tall oak trees during sentinel behavior, are fairly widespread and would not be considered a limiting resource. In the remaining habitat categories, Texas populations of Western Scrub-Jays act as generalists, using the habitat in relation to its availability, even though variation in habitat composition among territories is considerable. Variation among individuals within a sex was observed but could not be explained using various demographic and ecological correlates. Additional detailed habitat use data when used in a comparative framework can aid determination of subtle ecological differences among populations of Western Scrub-Jays and allow closer examination of intrinsic and extrinsic ecological models concerning the evolution and maintenance of cooperative breeding systems in this group."
"Friesen, Megan R.; Simpkins, Craig E.; Ross, James; Anderson, Sandra H.; Ismar-Rebitz, Stefanie M. H.; Tennyson, Alan J. D.; Taylor, Graeme A.; Baird, Karen A.; Gaskin, Chris P.","New population estimate for an abundant marine indicator species, Rako or Buller's Shearwater (Ardenna bulleri)",EMU-AUSTRAL ORNITHOLOGY,121,231,238,10.1080/01584197.2021.1924066,2021,"Accurate and repeatable population estimates are key to establishing population trends and conservation status. Rako, or Buller's Shearwater (Ardenna bulleri) is a seabird endemic to New Zealand that breeds only on the Poor Knights Islands, but forages throughout wider areas of the Pacific Ocean during the non-breeding season. The lack of threats on the breeding grounds and the wide foraging range of Buller's Shearwaters makes them ideal sentinels of ocean health. Although they are commonly seen at sea and the population in the 1980s was thought to be around 2.5 million birds, other rapid land-based surveys suggested a much lower figure (similar to 100,000 pairs on Aorangi), and no thorough population estimate has been undertaken to date. We calculated a population estimate for Buller's Shearwater based on burrow counts and state of occupancy conducted at the Poor Knights during either the 2016-2017 or the 2017-2018 breeding seasons. We incorporated information on habitat availability and preference in population models. Our estimate of 78,645 (95% confidence interval 67,176-89,178) active burrows, broadly representing breeding pairs, is lower than some previously published assessments. This is a repeatable quantitative study of the Buller's Shearwater breeding population, including breeding activity, and provides critical baseline data to determine population trends for this potentially important marine indicator species."
"Poisbleau, Maud; Demongin, Laurent; Strange, Ian J.; Eens, Marcel; Quillfeldt, Petra",Is the reduced incubation time for B-eggs in Rockhopper Penguins Eudyptes chrysocome linked to egg density variation?,JOURNAL OF ORNITHOLOGY,152,137,142,10.1007/s10336-010-0558-0,2011,"Crested penguins (genus Eudyptes) present a unique reversed egg-size dimorphism and hatching asynchrony, with the larger second-laid egg (B-egg) hatching before the smaller first-laid egg (A-egg). Both a higher water vapour conductance and parental favouritism during incubation could explain the shorter incubation period for the B-egg than for the A-egg. Because the incubation period is increased by the presence of a sibling for A-eggs, but not for B-eggs, and because both egg categories have the same incubation period when they are incubated alone, it has been suggested that the difference in incubation period was largely driven by the parental favouritism for B-eggs during incubation. We tested whether A- and B-eggs show a difference in laying density, density at the beginning of incubation and in density decrease during incubation according to the presence of a sibling. Although density at the start of incubation was significantly higher for B-eggs than for A-eggs, the decrease in density during incubation had the same slope for both egg categories. Moreover, the presence of a sibling did not influence densities. We additionally provide two equations that allow the back-dating of laying dates for a clutch of SouthernRockhopper Penguin (Eudyptes c. chrysocome) and we discuss the precision of the method (3.04 +/- A 2.29 days for A-eggs and 2.73 +/- A 2.10 days for B-eggs) for penguins which are increasingly being used as marine environmental sentinels."
"Carpintero, Elisabet; Andreu, Ana; Gomez-Giraldez, Pedro J.; Blazquez, Angel; Gonzalez-Dugo, Maria P.",Remote-Sensing-Based Water Balance for Monitoring of Evapotranspiration and Water Stress of a Mediterranean Oak-Grass Savanna,WATER,12,,,10.3390/w12051418,2020,"Mediterranean oak savannas (known as dehesas in Spain) are exposed to numerous threats from natural and economic causes. A close monitoring of the use of water resources and the status of the vegetation in these ecosystems can be useful tools for maintaining the production of ecological services. This study explores the estimation of evapotranspiration (ET) and water stress over a dehesa by integrating remotely sensed data into a water balance using the FAO-56 approach (VI-ETo model). Special attention is paid to the different phenology and contribution to the system's hydrology of the two main canopy layers of the system (tree + grass). The results showed that the model accurately reproduced the dynamics of the water consumed by the vegetation, with RMSE of 0.47 mm day(-1) and low biases for both, the whole system and the grass layer, when compared with flux tower measurements. The ET/ETo ratio helped to identify periods of water stress, confirmed for the grassland by measured soil water content. The modeling scheme and Sentinel-2 temporal resolution allowed the reproduction of fast and isolated ET pulses, important for understanding the hydrologic behavior of the system, confirming the adequacy of this sensor for monitoring grasslands water dynamics."
"Rengarajan, Rajagopalan; Goodenough, Adam A.; Schott, John R.","Simulating the directional, spectral and textural properties of a large-scale scene at high resolution using a MODIS BRDF product","SENSORS, SYSTEMS, AND NEXT-GENERATION SATELLITES XX",10000,,,10.1117/12.2240527,2016,"Many remote sensing applications rely on simulated scenes to perform complex interaction and sensitivity studies that are not possible with real-world scenes. These applications include the development and validation of new and existing algorithms, understanding of the sensor's performance prior to launch, and trade studies to determine ideal sensor configurations. The accuracy of these applications is dependent on the realism of the modeled scenes and sensors. The Digital Image and Remote Sensing Image Generation (DIRSIG) tool has been used extensively to model the complex spectral and spatial texture variation expected in large city-scale scenes and natural biomes. In the past, material properties that were used to represent targets in the simulated scenes were often assumed to be Lambertian in the absence of hand-measured directional data. However, this assumption presents a limitation for new algorithms that need to recognize the anisotropic behavior of targets. We have developed a new method to model and simulate large-scale high-resolution terrestrial scenes by combining bi-directional reflectance distribution function (BRDF) products from Moderate Resolution Imaging Spectroradiometer (MODIS) data, high spatial resolution data, and hyperspectral data. The high spatial resolution data is used to separate materials and add textural variations to the scene, and the directional hemispherical reflectance from the hyperspectral data is used to adjust the magnitude of the MODIS BRDF. In this method, the shape of the BRDF is preserved since it changes very slowly, but its magnitude is varied based on the high resolution texture and hyperspectral data. In addition to the MODIS derived BRDF, target/class specific BRDF values or functions can also be applied to features of specific interest. The purpose of this paper is to discuss the techniques and the methodology used to model a forest region at a high resolution. The simulated scenes using this method for varying view angles show the expected variations in the reflectance due to the BRDF effects of the Harvard forest. The effectiveness of this technique to simulate real sensor data is evaluated by comparing the simulated data with the Landsat 8 Operational Land Image (OLI) data over the Harvard forest. Regions of interest were selected from the simulated and the real data for different targets and their Top-of-Atmospheric (TOA) radiance were compared. After adjusting for scaling correction due to the difference in atmospheric conditions between the simulated and the real data, the TOA radiance is found to agree within 5 % in the NIR band and 10 % in the visible bands for forest targets under similar illumination conditions. The technique presented in this paper can be extended for other biomes (e.g. desert regions and agricultural regions) by using the appropriate geographic regions. Since the entire scene is constructed in a simulated environment, parameters such as BRDF or its effects can be analyzed for general or target specific algorithm improvements. Also, the modeling and simulation techniques can be used as a baseline for the development and comparison of new sensor designs and to investigate the operational and environmental factors that affects the sensor constellations such as Sentinel and Landsat missions."
"Ahmmed, Parvez; Reynolds, James; Levine, Jay F.; Bozkurt, Alper",An Accelerometer-Based Sensing System to Study the Valve-Gaping Behavior of Bivalves,IEEE SENSORS LETTERS,5,,,10.1109/LSENS.2021.3067506,2021,"Bivalves are extremely sensitive to environmental conditions. The movement of their shells and the gap inbetween the valves can serve as indicators of water pollutants entering surface water bodies. This letter proposes a novel sensing system to accurately calculate the valve-gaping angle in bivalves. The sensor unit is comprised of two inertial measurement units for each bivalve to estimate the angle between the two valves. Monitoring of multiple bivalves is possible with several water-insulated sensor units tethered with flexible cables to a central base station housing the processing unit. Miniaturization of the sensor packaging and flexibility of the wires ensured minimum hindrance to the animals' natural behavior. The precision and accuracy of the angle measurement were tested with a benchtop servo motor setup simulating the gaping behavior. The standard deviation of measurements at a steady state was 0.78 degrees, and the average change in measurement during a 10 degrees step was 9.98 degrees. Over 250 h of in vivo validation experiments demonstrated the consistency of the angle measurements using the presented method alongside a magnetic alternative, which had an average correlation coefficient of -0.89. The sensor system provides an accurate study of bivalve gaping behavior and facilitates the potential use of bivalves as environmental sentinels due to their valve-gaping being a biomarker for monitoring water pollution."
"DANN, P","FEEDING-BEHAVIOR AND DIET OF DOUBLE-BANDED PLOVERS CHARADRIUS-BICINCTUS IN WESTERN PORT, VICTORIA",EMU,91,179,184,10.1071/MU9910179,1991,"The feeding behaviour and diet of Double-banded Plovers Charadrius bicinctus were studied in Rhyll Inlet and on the Churchill Tidal Flats in Western Port, Victoria, in autumn and winter. The birds preferred feeding in sandy (40%), light eelgrass (33%) and sandy-mud areas (27%). They showed a distinct horizontal distribution when feeding, with 88% on wet substrates above the water's edge and 10% at the water's edge. Two feeding modes were employed: isolated pecks and multiple pecking and probing. Pecks were the primary feeding actions observed during daylight. The alternative feeding mode of bursts of multiple pecks (with occasional probes) was observed close to dusk and inferred from tracks in the mud to be commonly used after dark. The mean duration of feeding periods in intertidal areas was 329.4 minutes per diurnal tidal cycle (s.d. +/- 93.3), although in some circumstances, these periods were supplemented by feeding in non-tidal areas. The mean peck rate of Double-banded Plovers feeding in single-peck mode was 0.41 pecks per second (s.d. +/- 0.17) and, in the multiple-peck mode, 0.22 pecks per second (s.d. +/- 0.04). The most significant prey species from intertidal areas was the Sentinel Crab Macrophthalamus latifrons. The adaptive significance of the feeding behaviour of the birds is discussed in relation to physical constraints on feeding and the behaviour and ecology of their main prey."
"Bennemann Granemann, Adelita Ramaiana; Moro Mine, Miriam Rita; Kaviski, Eloy",Frequency analysis of minimum flows,RBRH-REVISTA BRASILEIRA DE RECURSOS HIDRICOS,23,,,10.1590/2318-0331.0318170080,2018,"The study of minimum flows is increasingly important due to the relationship with ecosystem sustainability, the economy and its role as a sentinel of climate change. The aim of this paper is to contribute to the theoretical treatment of minimum extremes and, specifically, minimum flows. The method has two approaches: i) conventional; ii) asymptotic. In conventional analysis, the Weibull (W2) and Lognormal distributions of two parameters (LN2) were adjusted to the series of annual minimum flows and minimum averages of 7-day flows. In the asymptotic analysis approach two parent distributions, the distributions of all average daily flows, with power behavior for minimum flows, are investigated: i) Gamma; ii) LN2. The theory studied in this paper is applied to 11 gauged stations in the Iguacu river basin with 48-year data series. It was concluded that the LN2 distribution presents the best fit according to the chi(2) test. It was found that the Gamma distribution, with respect to the minimums, tends to a power function, and consequently the W2 distribution. The parameters k, b and mu(X), of the normalized annual minimum flow series are well-fitted to the LN2 distribution. According to both approaches, LN2 can be recommended for studies of minimum flows in the Iguacu river basin."
"Pringle, Matthew J.","Detecting the annual areal extent of sugarcane crops in Queensland, Australia",REMOTE SENSING APPLICATIONS-SOCIETY AND ENVIRONMENT,22,,,10.1016/j.rsase.2021.100496,2021,"Sugarcane is an economically important crop for Queensland, Australia, that is increasingly a focus of environmental management, due to proximity to the Great Barrier Reef. This study responds to the demand for an ongoing, objective, and transparent assessment of the areal extent of sugarcane grown. I have combined Landsat and Sentinel-2 satellite imagery with time-series analysis, image-segmentation, and machine-learning, into a model that detects the annual areal extent of sugarcane in Queensland, since 2004. I then contrasted two variants of the model: one applied at the end of autumn (i.e. May), just before the annual harvest begins, and another applied earlier, in mid-summer (end of January), to help expedite the delivery of information for the current growing season. Both models relied heavily on contemporary land-use mapping, and the behaviour of enhanced vegetation index through summer, to detect accurately. The end-of-autumn model detected sugarcane with a user's accuracy of 93%, and a producer's accuracy of 98%, based on 596 random validation points. In comparison with historical published statistics, the end-of-autumn predictions of areal extent were typically in error by 7.1-10.1% of the observed mean, depending on the spatial scale of interest. The mid-summer model was slightly more volatile, typically in error by 6.8-11.0% of the observed mean. Overall, the results indicate that it is possible to detect-in near-real-time and with reasonable accuracy-the areal extent of sugarcane grown in Queensland in the summer of each year."
"Ropert-Coudert, Yan; Kato, Akiko; Meyer, Xavier; Pelle, Marie; MacIntosh, Andrew J. J.; Angelier, Frederic; Chastel, Olivier; Widmann, Michel; Arthur, Ben; Raymond, Ben; Raclot, Thierry",A complete breeding failure in an Adelie penguin colony correlates with unusual and extreme environmental events,ECOGRAPHY,38,111,113,10.1111/ecog.01182,2015,"Among the outcomes of the drastic changes affecting the Earth's ecosystems, nothing is more telling than a complete failure in the reproductive success of a sentinel species: a 'zero' year. Here, we found that unusual environmental conditions in the Terre Adelie sector of Antarctica disrupted the breeding activity of Adelie penguins Pygoscelis adeliae on land - but also their foraging activity at sea - to such a degree that no chicks survived in the 2013/2014 breeding season. Uncommonly heavy precipitation for this normally dry desert killed chicks en masse, while weak katabatic winds maintained a persistent sea ice around the colony, thereby impacting chick provisioning by adults. Extreme events such as this have direct repercussions for the species in question, and may also affect the wider sea-ice dependent food web. Understanding the nature, frequency, and consequences of such events are central to the management and conservation of this remote yet crucial ecosystem."
"Tsuji, Yamato",Studies on Polyspecific Associations between Primates and Non-Primate Animals: A Review.,Primate Research,24,3,15,,2008,"I reviewed the studies on polyspecific associations between primates and non-primate animals to appreciate the present situation about this topic. I collected 104 case studies from 50 publications. The partner animals included 19 mammal species, 33-34 bird species, 1 reptile species, and 1-2 insect species, respectively. Among them, associations with non-primate mammals (n=43) and birds (n=59) occupied most of the reported cases. Many polyspecific associations between primates and other mammal species were reported from Asia and Africa, while those between primates and bird species were reported from Central and South America. 34 primate species worldwide formed associations with non-primate animals. Polyspecific associations between primates and other animals included 1) that primates (or other animals) provide food resources to their partner animals and 2) that primates (or other animals) provide anti-predator behavior (e.g., sentinel behavior, loud call, and alarm call). The former association increases foraging benefits to the partner animals, and the latter association decreases predation risk of the partner animals. Most studies, however, pointed out that benefit from given associations are commensalisic, (or even parasitism), i. e. biased to non-primate species. Most of these studies are anecdotal, and do not show quantitative data for the frequency of the association or the benefit of partner animals from participating in the associations. Thus, this interesting phenomenon has not been discussed from an ecological perspective. I recommend several approaches for how to overcome these present challenges."
"Petersen, J.J.",Evaluating the impact of pteromalid parasites on filth fly populations associated with confined livestock installations.,Miscellaneous Publications of the Entomological Society of America,,52,56,,1986,
