"STUDY_ID","REVIEWERS","INCLUDE","AUTHORS","TITLE","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","YEAR","ABSTRACT"
"22","Alex 3","YES","Hollen, L. I.; Bell, M. B. V.; Wade, H. M.; Rose, R.; Russell, A.; Niven, F.; Ridley, A. R.; Radford, A. N.","Ecological conditions influence sentinel decisions","ANIMAL BEHAVIOUR","82","1435","1441","10.1016/j.anbehav.2011.09.028","2011","Ecological conditions can influence decisions relating to antipredator behaviour through impacts on the likelihood of detecting predators and the ability to hear vocalizations. Previous studies of antipredator behaviour have tended to focus on foragers, whose vigilance behaviour may be confounded by the type of food they are eating, and on receivers in vocal communication networks. We examined the impact of habitat and wind conditions on the behaviour of sentinels, individuals that suspend their own foraging to adopt a raised position to scan for danger while groupmates continue feeding, and that produce a variety of calls used by foragers to adjust their antipredator behaviour. Sentinels of the pied babbler, Turdoides bicolor, a cooperatively breeding bird, started guarding sooner and guarded for longer in long grass compared to more open habitats, and also initiated sentinel bouts sooner in high wind, probably because of the increased predation risk in such circumstances. Sentinels also selected positions that were both lower and closer to the foraging group when it was windy, potentially improving transmission of vocal signals that are valuable to foragers. Our results demonstrate that sentinel behaviour can be influenced by extrinsic factors, as well as the intrinsic factors previously shown, and suggest that ecological variation may affect decisions bearing both selfish and cooperative benefits. (C) 2011 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
"23","Alex 3","YES","Rauber, Ramona; Clutton-Brock, Tim H.; Manser, Marta B.","Drought decreases cooperative sentinel behavior and affects vocal coordination in meerkats","BEHAVIORAL ECOLOGY","30","1558","1566","10.1093/beheco/arz112","2019","Cooperative breeding often evolved in harsh and arid habitats characterized by high levels of environmental uncertainty. Most forms of cooperative behavior have energetic costs and previous studies have shown that the contributions of individuals to alloparental provisioning are conditional on their food intake. However, the effect of naturally occurring, extreme environmental conditions on the persistence of costly forms of cooperative behaviors and their coordination by communication remain unknown. Here, we show that in meerkats (Suricata suricatta) the probability to act as sentinel, a cooperative vigilance behavior, was the same for typically occurring dry and wet conditions, but significantly reduced during a drought condition with almost no rain, especially in young individuals, members of small groups and groups with pups. The duration an individual stayed on sentinel guard, however, was most reduced during dry conditions. Besides reductions in sentinel behavior, the vocal coordination of foraging meerkats differed when comparing drought and wet conditions. Individuals responded more strongly to playbacks of sentinel all-clear calls and close calls, resulting in less vigilance and more foraging behavior during the drought condition. We conclude that while meerkats are adapted to commonly occurring dry periods with low rainfall, the extreme drought period with almost no rain, led to a decrease of the frequency of costly forms of cooperative behaviors in favor of behaviors that maximize direct fitness benefits and also affected the vocal coordination among group members."
"24","Alex 3","NO","Sommer, Christina","ALARM CALLING AND SENTINEL BEHAVIOUR IN ARABIAN BABBLERS","BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING","20","357","368","10.1080/09524622.2011.9753657","2011","Potential predators elicit alarm calls in many birds and mammals. The context-specific occurrence of acoustically distinct alarm call types may allow conclusions about their functions and/or the underlying call system. Furthermore, many group-living species exhibit a co-operative system of vigilance in terms of predator avoidance. In a descriptive field study I investigated alarm calling and sentinel activity in group-living Arabian Babblers Turdoides squamiceps focussing on the context-specificity of call type occurrence in relation to the caller's behaviour. The results revealed that two of the three different alarm call types were correlated to the distance to the predator: Barks were uttered more frequently to distant and tzwicks to close predators. Sentinels were more likely to utter barks and trills, but foraging group members tzwicks. Results suggest that sentinels detect potential dangers in greater distances and start calling earlier, whereas foraging birds detect predators only closer and therefore utter higher urgency calls. Finally, the results added to the current knowledge of the urgency-based call system of Arabian babblers, in which information can be provided on different levels: Variation in the call structure of single call types, combined use of different call types and discrete use of different call types in different contexts."
"25","Alex 3","maybe","YASUKAWA, K; WHITTENBERGER, LK; NIELSEN, TA","ANTIPREDATOR VIGILANCE IN THE RED-WINGED BLACKBIRD, AGELAIUS-PHOENICEUS - DO MALES ACT AS SENTINELS","ANIMAL BEHAVIOUR","43","961","969","10.1016/0003-3472(92)90009-X","1992",NA
"26","Alex 3","YES","Kern, Julie M.; Radford, Andrew N.","Sentinel dwarf mongooses, Helogale parvula, exhibit flexible decision making in relation to predation risk","ANIMAL BEHAVIOUR","98","185","192","10.1016/j.anbehav.2014.10.012","2014","To maximize survival, animals should adjust their behaviour flexibly in response to indicators of predation risk. Predation risk is affected by a range of ecological, social and individual variables, which can fluctuate over different timescales. In general, current risk levels are known to influence the behaviour of sentinels, individuals that adopt a raised position to scan for danger while groupmates are engaged in other activities. However, there has been little consideration of whether decisions made at different stages of a sentinel bout are affected in the same way by perceived predation risk and whether the same level of behavioural plasticity is exhibited when making these different decisions. Here we used detailed behavioural observations and a playback experiment to investigate the behavioural choices of dwarf mongoose sentinels at three different stages of a bout (before, start, during). Individuals were more likely to begin a bout, and did so sooner, following alarm calls, which are immediate, direct indicators of elevated risk. Sentinels selected an initial height from which to guard depending on factors that tended to vary in the medium term (hours), choosing higher positions in denser habitat and less windy conditions. In contrast, decisions about bout duration were made in relation to short-term (seconds/minutes) changes in information, with sentinels guarding for longer when an alarm call was given during a bout, and terminating bouts sooner when groupmates moved out of sight. Our results demonstrate that sentinel decisions are influenced by both direct and indirect indicators of likely predation risk and that sentinel behaviour is adjusted flexibly with regard to information presented on various timescales, highlighting the complexity of decision-making processes. (C) 2014 The Authors. Published on behalf of The Association for the Study of Animal Behaviour by Elsevier Ltd."
"27","Alex 3","NO","van der Marel, Annemarie; Waterman, Jane M.; Lopez-Darias, Marta","Barbary ground squirrels do not have a sentinel system but instead synchronize vigilance","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","75",NA,NA,"10.1007/s00265-021-03094-1","2021","Coordinated behaviors, such as hunting in lions and coordinated vigilance as antipredator behavior, are examples of benefits of group-living. Instead of asynchronous vigilance, some social species synchronize their vigilance bouts or take turns acting as sentinels. To increase our knowledge on the evolution of vigilance behavior, we studied whether vigilance is coordinated in Barbary ground squirrels, Atlantoxerus getulus. We show that vigilance was synchronized instead of taking turns. Multiple non-mutually exclusive hypotheses could explain synchronization: Barbary ground squirrels may perch because (1) neighbors are perched (copying effect), (2) perch synchrony may be an emergent property of the ecology as all squirrels may be satiated at the same time (collective behavior), or (3) the benefits are large in terms of evading ambush predators and scanning effectiveness (watch each other's back). Particularly, in habitats where the field of view is obstructed by man-made structures and multiple individuals may be necessary to watch for terrestrial predators, synchronized vigilance may have greater fitness benefits than sentinel behavior. We conclude that it is essential to test assumptions of coordination and, thus, to analyze coordination to describe sentinel systems. Significance statement Vigilance behavior can be vital to an animal's survival. Taking turns acting as sentinels or synchronizing vigilance bouts reduces the cost of the trade-off between feeding and predation risk. A sentinel system assumes that sentinels are vigilant from raised positions, warn group members of danger, and alternate vigilance bouts. However, the assumption of alternating vigilance bouts remains poorly tested. We tested this assumption in invasive Barbary ground squirrels. We found that instead of alternating, individuals synchronized their vigilance bouts. Perch synchrony may be (1) a response to perching group members (copying effect), (2) an emergent property of the species' ecology, and (3) an adaptation to anthropogenically altered habitats (watch each other's back)."
"28","Alex 3","NO","Rebassa, A.; Colell, M.; Munar, E.; Cela, C. J.","Sentinel Behaviour in Hamadryas Baboons (Papio hamadryas): Is It Really an Altruistic Behaviour?","FOLIA PRIMATOLOGICA","82","380","380",NA,"2011",NA
"29","Alex 3","NO","Kern, Julie M.; Radford, Andrew N.","Call of duty? Variation in use of the watchman's song by sentinel dwarf mongooses, Helogale parvula","ANIMAL BEHAVIOUR","85","967","975","10.1016/j.anbehav.2013.02.020","2013","Social information is invaluable in assessing the need for antipredator behaviour. Individuals can acquire such information by observing the behaviour of others, but reliance on visual cues may be undermined by visual obstructions and social monitoring is often incompatible with foraging. Vocal communication does not require the close proximity of senders and receivers or the suspension of other activities, and there is increasing evidence that foragers can use vocalizations to inform decisions about their own vigilance. However, less work has focused on what factors influence signallers in this context. We used detailed behavioural observations and a playback experiment manipulating perceived risk to investigate the calling behaviour of dwarf mongoose sentinels. Sentinels vocalized more often in dense habitats and when foragers were further away, when visual cues were less likely to be useful. Sentinels also vocalized more in situations most advantageous to others, including when groupmates were likely to be distracted (e.g. when babysitting or foraging) and following an alarm call; sentinels may provide an 'all clear' signal. Call rate was reduced in high-risk situations, such as immediately after an alarm call. Individuals of different age, sex and dominance status varied in their likelihood of calling and their response to situations of similar risk, probably because of different cost-benefit trade-offs for separate classes. Our study offers strong evidence that dwarf mongoose sentinels are adjusting their vocal behaviour both to enhance the likelihood that groupmates are aware of their presence and to provide potentially valuable social information about current risk. (c) 2013 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
"30","Alex 3","YES","Santema, Peter; Clutton-Brock, Tim","Meerkat helpers increase sentinel behaviour and bipedal vigilance in the presence of pups","ANIMAL BEHAVIOUR","85","655","661","10.1016/j.anbehav.2012.12.029","2013","Helpers in cooperatively breeding species may assist in a number of cooperative activities, such as nest building, incubating, babysitting and feeding of offspring. In addition, individuals may engage in sentinel behaviour and other forms of vigilance, which benefits other group members not only by reducing the risk of predation, but also by allowing them to reduce their own vigilance. It remains unclear, however, whether these vigilance behaviours are selfish, and the benefits to other group members simply an unselected by-product, or whether they are forms of cooperation, and the benefits to group members a selective force favouring the behaviour. In meerkats, Suricata suricatta, both female and male helpers were more likely to perform sentinel behaviour after dependent pups had started joining the group on foraging trips. In addition, female helpers performed more bipedal vigilance and found less food when pups were in the group. These results suggest that sentinel behaviour and bipedal vigilance represent forms of cooperation in meerkats. (C) 2013 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
"31","Alex 3","NO","Padua, Luis; Guimaraes, Nathalie; Adao, Telmo; Sousa, Antonio; Peres, Emanuel; Sousa, Joaquim J.","Effectiveness of Sentinel-2 in Multi-Temporal Post-Fire Monitoring When Compared with UAV Imagery","ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION","9",NA,NA,"10.3390/ijgi9040225","2020","Unmanned aerial vehicles (UAVs) have become popular in recent years and are now used in a wide variety of applications. This is the logical result of certain technological developments that occurred over the last two decades, allowing UAVs to be equipped with different types of sensors that can provide high-resolution data at relatively low prices. However, despite the success and extraordinary results achieved by the use of UAVs, traditional remote sensing platforms such as satellites continue to develop as well. Nowadays, satellites use sophisticated sensors providing data with increasingly improving spatial, temporal and radiometric resolutions. This is the case for the Sentinel-2 observation mission from the Copernicus Programme, which systematically acquires optical imagery at high spatial resolutions, with a revisiting period of five days. It therefore makes sense to think that, in some applications, satellite data may be used instead of UAV data, with all the associated benefits (extended coverage without the need to visit the area). In this study, Sentinel-2 time series data performances were evaluated in comparison with high-resolution UAV-based data, in an area affected by a fire, in 2017. Given the 10-m resolution of Sentinel-2 images, different spatial resolutions of the UAV-based data (0.25, 5 and 10 m) were used and compared to determine their similarities. The achieved results demonstrate the effectiveness of satellite data for post-fire monitoring, even at a local scale, as more cost-effective than UAV data. The Sentinel-2 results present a similar behavior to the UAV-based data for assessing burned areas."
"32","Alex 3","NO","Bayik, Caglar; Abdikan, Saygin; Ozdemir, Alpay; ArIkan, Mahmut; Sanli, Fusun Balik; Dogan, Ugur","Investigation of the landslides in Beylikduzu-Esenyurt Districts of Istanbul from InSAR and GNSS observations","NATURAL HAZARDS","109","1201","1220","10.1007/s11069-021-04875-7","2021","This study aims to detect recent landslide displacements caused by geological structure of the region where there is intense urbanization using advanced Interferometric Synthetic Aperture Radar (InSAR) techniques and with Global Navigation Satellite Systems (GNSS) observations in the Beylikduzu and Esenyurt districts in Istanbul megacity, Turkey. In this study, multiple satellites with different frequencies (C-band, L-band) and periodic GNSS observations were employed. For the entire peninsula, we processed 149 images from the ascending orbit, 144 images from the descending orbit of Sentinel-1 (C-Band) and 24 ALOS-2 (L-band) images from the ascending orbit. The evaluations were carried out in the period between 2015 and 2020 for Sentinel-1 imagery and 2015-2020 for ALOS-2 imagery respectively. Since the study area is covered by dense settlements, the Persistent Scatterer InSAR (PSI) technique was utilized to determine the landslide behaviors. According to the results, for both orbits of the Sentinel-1, the horizontal displacement and the vertical displacement were observed in the range of - 10 to 6 mm. Compared to the magnitude of displacement signal measured by Sentinel-1, ALOS-2 data has higher values due to the high surface penetration of the L-band. The results showed that most of the old landslide regions are reactivated. Horizontal movement derived through Sentinel-1 showed that the highest movement overlaps with old landslides. L-band ALOS-2 provided better spatial coverage of landslide movement than C-band Sentinel-1 data, especially at the rural part along the coast of the lake."
"33","Alex 3","NO","Michel, Christian","THE SENTINEL FUNCTION IN AN AQUATIC ENVIRONMENT","EPIDEMIOLOGIE ET SANTE ANIMALE, NO 56",NA,"53","70",NA,"2009",NA
"34","Alex 3","NO","Petrice, Toby R.; Bauer, Leah S.; Miller, Deborah L.; Stanovick, John S.; Poland, Therese M.; Ravlin, F. William","Monitoring field establishment of the emerald ash borer biocontrol agent Oobius agrili Zhang and Huang (Hymenoptera: Encyrtidae): Sampling methods, sample size, and phenology","BIOLOGICAL CONTROL","156",NA,NA,"10.1016/j.biocontrol.2021.104535","2021","Monitoring Oobius agrili Zhang and Huang (Hymenoptera: Encyrtidae), an egg parasitoid being released for biological control of emerald ash borer (EAB), Agrilus planipennis Fairmaire (Coleoptera: Buprestidae), is challenging due to its small size and the cryptic placement of host eggs. We compared four O. agrili recovery methods: 1) rearing adults from bark (bark rearing); 2) sifting parasitized eggs from bark (bark sifting); 3) placing sentinel EAB eggs in screened envelopes on ash trees (sentinel eggs); and, 4) placing yellow pan traps on ash trees to capture adult parasitoids. In 2016, we sampled 40 trees within 0.25-ha-plots at each of 4 sites in Michigan with each recovery method. In 2017 and 2018, methods were applied to 10 trees within 0.25-ha-plots at each of 3 sites. Sentinel eggs were not included in 2018. Yellow pan traps and bark sifting recovered O. agrili in all sites and years, had higher percentages of O. agrili-positive trees, and required fewer trees sampled for > 95% probability of O. agrili recovery compared to bark rearing and sentinel eggs. When sampling only trees with fresh woodpecker-feeding holes, a sign of recent EAB attack, the probability of O. agrili recovery increased substantially for bark sifting and bark rearing, increased slightly for yellow pan traps, but decreased for sentinel eggs compared to sampling all trees. Peak recovery using yellow pan traps and sentinel eggs occurred between 400 and 1200 growing degree days (base 10 degrees C, January 1 start date), revealing when most O. agrili adults were active. The type of information each of these parasitoid-recovery methods provides and their relative efficiencies are discussed."
