"STUDY_ID","REVIEWERS","INCLUDE","AUTHORS","TITLE","SOURCE","VOLUME","LPAGE","UPAGE","DOI","YEAR","ABSTRACT","X"
"301","Alex 3","NO","Costi, Elena; Haye, Tim; Maistrello, Lara","Surveying native egg parasitoids and predators of the invasive Halyomorpha halys in Northern Italy","JOURNAL OF APPLIED ENTOMOLOGY","143","299","307","10.1111/jen.12590","2019","The invasive Halyomorpha halys (Heteroptera: Pentatomidae) is a key pest of fruits in the Emilia-Romagna region of Italy. For the development of a sustainable management programme, knowledge of its native natural enemy community and its efficacy is essential. A three-year field survey was conducted exposing H. halys egg masses in different types of habitats to investigate the efficacy of native natural enemies in reducing the H. halys populations in the Emilia-Romagna region, where the stinkbug was first detected in 2012. Over the first year of the study, sentinel eggs from laboratory cultures were stapled to the underside of leaves in various host trees, whereas in following years H. halys adults were directly caged on branches in sleeve cages to allow natural oviposition. Over the examined years, low rates of parasitism (1%-3%) and predation (2%-5%) were observed. Parasitism was caused exclusively by the generalist parasitoid Anastatus bifasciatus.",NA
"302","Alex 3","maybe","Teunissen, Niki; Kingma, Sjouke A.; Peters, Anne","Predator defense is shaped by risk, brood value and social group benefits in a cooperative breeder","BEHAVIORAL ECOLOGY","31","761","771","10.1093/beheco/araa012","2020","Predation is a major cause of mortality and nest failure in birds. Cooperative predator defense can enhance nest success and adult survival but, because it is inherently risky, dynamic risk assessment theory predicts that individuals modify defense behavior according to the risk posed by the predator. Parental investment theory, on the other hand, predicts that reproductive payoffs (brood value) determine investment in nest defense. We propose that, in cooperative breeders, fitness benefits deriving from the survival of other group members may additionally influence defense behavior (social group benefits theory). We tested predictions of these theories in the cooperatively breeding purple-crowned fairy-wren, Malurus coronatus, where brood value is higher for breeders, but social group benefits more important for helpers. We recorded experimentally induced individual defense behaviors in response to predator models presented near nests, representing differing levels of threat to nests and adults. As predicted, 1) individuals engaged in less risky defenses when encountering a more dangerous predator (dynamic risk assessment theory); 2) individuals defended older broods more often, and breeders defended more than helpers (parental investment theory); and 3) helpers were more likely to respond to a predator of adults (social group benefits theory). Our findings highlight that predator defense in cooperative breeders is complex, shaped by the combination of immediate risk and multiple benefits.",NA
"303","Alex 3","NO","Platt, Thomas R.; Gifford, Francesca; Zelmer, Derek A.","The Role of Light and Dark on the Dispersal and Transmission of Echinostoma caproni (Digenea: Echinostomatidae) Cercariae","COMPARATIVE PARASITOLOGY","83","197","201","10.1654/4826i.1","2016","Abiotic stimuli are critical in the dispersal and transmission of trematode cercariae from the first intermediate host to the next host in the life cycle. The role of 2 abiotic stimuli, light and gravity, were examined in the dispersal and transmission of the cercariae of Echinostoma caproni in a laboratory setting. Nearly 100% of cercariae placed in a vertical chamber that permitted upward migration with a marginal probability of return swam to the surface in both light and dark conditions, suggesting that a positive phototaxis is not involved in dispersal and that a negative geotaxis may be the critical component in the vertical migration. The presence of a sentinel snail (Biomphalaria glabrata) in the bottom portion of the transmission chamber resulted in a significant reduction of cercariae dispersing upward and a significantly higher intensity of metacercariae in snails under lighted conditions than in the dark. In a light/dark choice experiment the prevalence and intensity of metacercariae was significantly higher in snails in the dark. The results suggest that although a positive phototaxis is not important in the dispersal of E. caproni cercariae, a negative phototaxis enhances host finding and transmission of cercariae to snails functioning as the second intermediate host.",NA
"304","Alex 3","NO","Kun, Adam; Boza, Gergely; Scheuring, Istvan","Asynchronous snowdrift game with synergistic effect as a model of cooperation","BEHAVIORAL ECOLOGY","17","633","641","10.1093/beheco/ark009","2006","The snowdrift, (or chicken) game emerges as a new paradigm in the study of nonkin cooperation in animals. Man), situations, for example, cooperative hunting, group foraging, territorial defense, predator watching, or parental care, can be adequately described as a snowdrift game. In this paper, we investigate the asynchronous version of the game in which, contrary to the rather unrealistic assumption of simultaneous moves, one of the players acts first and the other responds by knowing its decision. Players are assigned to be first or second movers randomly and with the same probability. We found that both a synergistic effect of cooperation (i.e., cooperative effort is better than the sum of the individual efforts) and population structure (low dispersal, spatial confinement, or group formation) are crucial for mutual cooperation to emerge. Otherwise, only one of the players will carry the burden of cooperation.",NA
"305","Alex 3","maybe","Pays, Olivier; Dubot, Anne-Laure; Jarman, Peter J.; Loisel, Patrice; Goldizen, Anne W.","Vigilance and its complex synchrony in the red-necked pademelon, Thylogale thetis","BEHAVIORAL ECOLOGY","20","22","29","10.1093/beheco/arn110","2009","Several adaptive functions, including gaining information from other group members and detecting predators, are generally ascribed to vigilance in groups of animals subject to predation. Most studies of the effects of neighbors on vigilance have focused on individual vigilance. We investigated the effects of neighbors on vigilance in wild red-necked pademelons Thylogale thetis foraging at night in nonpersistent aggregations in a clearing in rain forest. Neither the total number of pademelons in the clearing nor the numbers at various distances around focal individuals affected the individual vigilance of focal animals. However, focal animals' individual vigilance did change with the distance to their nearest neighbor and also with distance to cover. Pairs of individuals closer than 10 m apart tended to synchronize their bouts of individual vigilance and foraging. The degree of synchrony within pairs increased with both distance to cover and the total number of pademelons foraging in the area and decreased with increasing distance to the pair's nearest neighbor but did not vary with the distance separating the members of the pair. Thus, despite their individual vigilance being unaffected by the number of other pademelons in the feeding aggregation, pademelons were nonetheless sensitive to the presence of conspecifics and adjusted their behavior in relation to their separation from neighbors. Thus, some vigilance benefits may be obtained from the presence of conspecifics even in species that aggregate only temporarily on food patches without forming more permanent social groups.",NA
"306","Alex 3","maybe","Pena, Jorge; Noldeke, Georg","Group size effects in social evolution","JOURNAL OF THEORETICAL BIOLOGY","457","211","220","10.1016/j.jtbi.2018.08.004","2018","How the size of social groups affects the evolution of cooperative behaviors is a classic question in evolutionary biology. Here we investigate group size effects in the evolutionary dynamics of games in which individuals choose whether to cooperate or defect and payoffs do not depend directly on the size of the group. We find that increasing the group size decreases the proportion of cooperators at both stable and unstable rest points of the replicator dynamics. This implies that larger group sizes can have negative effects (by reducing the amount of cooperation at stable polymorphisms) and positive effects (by enlarging the basin of attraction of more cooperative outcomes) on the evolution of cooperation. These two effects can be simultaneously present in games whose evolutionary dynamics feature both stable and unstable rest points, such as public goods games with participation thresholds. Our theory recovers and generalizes previous results and is applicable to a broad variety of social interactions that have been studied in the literature. (C) 2018 Elsevier Ltd. All rights reserved.",NA
"307","Alex 3","NO","Clutton-Brock, T","Behavioral ecology - Breeding together: Kin selection and mutualism in cooperative vertebrates","SCIENCE","296","69","72","10.1126/science.296.5565.69","2002","`In cooperatively breeding vertebrates, nonbreeding helpers raise young produced by dominant breeders. Although the evolution of cooperative breeding has often been,attributed primarily to kin selection (whereby individuals gain indirect benefits to their fitness by assisting collateral relatives), there is increasing evidence that helpers can be unrelated to the young they are raising. Recent studies also suggest that the indirect benefits of cooperative behavior may often have been overestimated while the direct benefits of helping to the helper's own fitness have probably been underestimated. It now seems likely that the evolutionary mechanisms maintaining cooperative breeding are diverse and that, in some species, the direct benefits of helping may be sufficient to maintain cooperative societies. The benefits of cooperation in vertebrate societies may consequently show parallels with those in human societies, where cooperation between unrelated individuals is frequent and social institutions are often maintained by generalized reciprocity.",NA
"308","Alex 3","NO","Kehat, M; Anshelevich, L; Gordon, D; Harel, M; Zilberg, L; Dunkelblum, E","Effect of density of pheromone sources, pheromone dosage and population pressure on mating of pink bollworm, Pectinophora gossypiella (Lepidoptera : Gelechiidae)","BULLETIN OF ENTOMOLOGICAL RESEARCH","89","339","345","10.1017/S0007485399000474","1999","The effect of density of the Shin-Etsu twist-tie rope pheromone formulation (PBW rope L(R)) on mating of female pink bollworm, Pectinophora gossypiella (Saunders) was tested in Israel. The success of mating disruption was evaluated during 1997 by the mating table technique, comparing the percentage of mating of virgin sentinel females in pheromone-treated and control plots. Under low pest population pressure application of 'long-life' formulation of P. gossypiella pheromone, PEW rope L(R), spaced 9 m, 11 m and 14 m apart, resulted in very high suppression of mating (96.5-100%) and complete shut-down of pheromone trap catch. These application rates were much lower than those now prevailing in Israel and elsewhere. Spacing of ropes 20 m apart resulted in less effective mating disruption of 65% only, and shut-down of pheromone traps was also incomplete. The tests during 1998 were carried out at high pest population and efficacy of treatments was assessed by the reduction of male capture in traps in pheromone-treated plots relative to catches in the control. The distance between pheromone sources proved to be the most critical factor determining success. In both years, any spacing significantly greater than 10 m gave markedly less than complete trap catch shutdown/mating suppression. Pheromone dosages and population density were also important in determining mating success. Results obtained in this study indicate the possibility of reducing the number of pheromone sources per unit area and the total amount of pheromone as compared with that in use today, only at very low pest populations. However at high population levels, dispensers closely-spaced, with increased dosages of pheromone, are required.",NA
"309","Alex 3","NO","Sherlock, Italo A.; Maia, Helio; Dias-Lima, Artur Gomes","Resultados preliminares de um projeto sobre a ecologia dos flebotomineos vetores de leishmaniose tegumenar no Estado da Bahia.","Revista da Sociedade Brasileira de Medicina Tropical","29","207","214","","1996","",NA
"310","Alex 3","NO","Rowen, Elizabeth K.; Tooker, John F.","Ground Predator Activity-Density and Predation Rates Are Weakly Supported by Dry-Stack Cow Manure and Wheat Cover Crops in No-Till Maize","ENVIRONMENTAL ENTOMOLOGY","50","46","57","10.1093/ee/nvaa136","2021","Because it keeps land in production, conservation programs that focus on in-field habitat manipulations may help farmers better support predators than by building predator habitat around fields. We investigated two in-field habitat manipulations that benefit producers and soil quality: fertilizing with dry-stack cow manure and planting a wheat cover crop. We hypothesized that, compared with inorganic fertilizer and fallow plots, both treatments augment habitat and residue and support more small arthropods that can serve as alternative prey for larger predators. As a result, we expected manure and the cover crop to increase ground-active predators. In turn, these predators could provide biological control of pests. Each year in a 3-yr field experiment, we applied manure and in 2 yr planted a wheat cover crop. We found that both planting a cover crop and applying dry-stack manure increased the plant cover in May. In the last year, this translated to greater soil mite (Acari) density. At the end of the experiment, however, neither manure nor the wheat cover crop had increased residue on the soil surface. As a result, our treatments had inconsistent effects on predator activity-density, especially for carabids and spiders. We observed strong edge effects from neighboring grass alleys on carabid activity-density. Regardless of treatment, we observed high predation of sentinel prey. We conclude that even without cover crops or organic fertilizer, the stability of notill maize and increased weeds in fallow treatments generate sufficient habitat complexity and alternative prey to support robust predator communities.",NA
"311","Alex 3","maybe","Druce, Dave J.; Brown, Joel S.; Castley, J. Guy; Kerley, Graham I. H.; Kotler, Burt P.; Slotow, Rob; Knight, Mike H.","Scale-dependent foraging costs: habitat use by rock hyraxes (Procavia capensis) determined using giving-up densities","OIKOS","115","513","525","10.1111/j.2006.0030-1299.15179.x","2006","Individuals select for habitats at different scales. Can a species' response to different spatial and temporal heterogeneities be placed in a common currency? Is it possible to rank the relative importance of different habitat features on the organism's behavior and ecology? Do the effects of different spatial and temporal heterogeneities interact in predictable ways? To address these questions, we quantified hyrax habitat use at a series of rocky outcrops (koppies) and an isolated gorge in Augrabies Falls National Park, South Africa. We measured the hyraxes' perceptions of feeding opportunities and costs using giving-up densities (GUDs) within experimental food patches. At very small spatial scales (2-3 m), we tested whether hyraxes have lower GUDs under cover (shrubs or rocks) or 2-3 m away in the open. Hyraxes valued cover highly, consistently showing lower GUDs in cover microhabitats. This preference did not result from differences in energetic costs, as hyraxes did not track sun in winter or shade in summer. At moderate spatial scales (10-80 m), we tested whether hyraxes act as central place foragers with lower GUDs closer to their dens. GUDs increased with increasing distance to dens at four koppies, but not at the gorge. At larger spatial scales, preferences differed between colonies based on differences in habitat structure, with hyraxes on similar structures (koppies) behaving similarly. We evaluated how foraging costs varied with temporal heterogeneity within the day, among days, and among seasons. Hyraxes showed their lowest GUDs in the early mornings and late afternoons. Hyraxes shifted foraging locations among days, which may result from sentinels shifting location on consecutive days and/or hyraxes managing their food. Differences between GUDs during the various sample periods were not seasonally correlated. We conclude that spatial and temporal habitat utilization by hyraxes may be driven more by predation risk rather than other costs.",NA
"312","Alex 3","NO","Barone, Ilaria; Hawks-Mayer, Hannah; Lipton, Jonathan O.","Mechanisms of sleep and circadian ontogeny through the lens of neurodevelopmental disorders","NEUROBIOLOGY OF LEARNING AND MEMORY","160","160","172","10.1016/j.nlm.2019.01.011","2019","Sleep is a mysterious, developmentally regulated behavior fundamental for cognition in both adults and developing animals. A large number of studies offer a substantive body of evidence that demonstrates that the ontogeny of sleep architecture parallels brain development. Sleep deprivation impairs the consolidation of learned tasks into long-term memories and likely links sleep to the neural mechanisms underlying memory and its physiological roots in brain plasticity. Consistent with this notion is the alarming frequency of sleep and circadian rhythm dysfunction in children with neurodevelopmental disorders (NDDs). While the mechanisms underlying sleep dysfunction in most NDDs still remains poorly understood, here we will review several sentinel examples of monogenetic NDDs with both well-established connections to synaptic dysfunction and evidence of sleep or circadian dysfunction: Tuberous Sclerosis Complex, Fragile X Syndrome, and Angelman Syndrome. We suggest that the coincident maturation of sleep with synaptic physiology is one of the core reasons for the commonplace disruption of sleep in NDDs and argue that disorders with well-defined molecular genetics can provide a unique lens for understanding and unraveling the molecular correlates that link the development of sleep and circadian rhythms to health and disease.",NA
"313","Alex 3","NO","Sourakov, Andrei","Size, spines and crochets: defences of luna moth caterpillars against predation by brown anoles","JOURNAL OF NATURAL HISTORY","52","483","490","10.1080/00222933.2018.1439540","2018","Field-testing predator-prey interactions between invasive exotic brown anole lizards and sentinel larvae of the luna moth, Actias luna, suggests that late instars of this saturniid, and perhaps many other saturniids, are well defended by their spines and crochets against predation by lizards. However, Actias luna larvae remain vulnerable to anole predation until they reach about 3 cm in length. In contrast, even relatively small caterpillars that are chemically defended, such as those of the io moth, Automeris io, and the monarch butterfly, Danaus plexippus, were shown to be well defended against anoles by their toxins. There is an obvious advantage for caterpillars to be chemically defended. However, there is also a tradeoff: Danaus plexippus are restricted to feeding on a relatively small group of plants, which limits resources and requires specialisation; in polyphagous Automeris io, the constant production of elaborate spines and toxin leads to prolonged larval development, which is at least twice as long as that of Actias luna, and exposes the caterpillars to mortality factors such as parasitism for a longer duration.",NA
"314","Alex 3","NO","Scandurra, Anna; Magliozzi, Laura; Fulgione, Domenico; Aria, Massimo; D'Aniello, Biagio","Lepidoptera Papilionoidea communities as a sentinel of biodiversity threat: the case of wild boar rooting in a Mediterranean habitat","JOURNAL OF INSECT CONSERVATION","20","353","362","10.1007/s10841-016-9863-0","2016","Butterfly communities can be modified by the activities of large mammals. The wild boar (Sus scrofa) is one of the most common mammals in Europe and has notably expanded its distribution range in recent decades. The present work aimed to investigate the possible effect of wild boar rooting activity on butterflies in olive groves inside the Cilento, Vallo di Diano and Alburni National Park. Butterflies were surveyed in five Rooted (R) and five Control areas (C). Transects were made from April to September in 2011 and 2012. Forty-three species and 3659 individuals were found, of which 39 species and 2426 individuals were detected in C areas and 31 species and 1233 individuals in R areas. A community-level approach showed a significantly higher abundance, richness and Shannon-Wiener index in C than in R. An ecological-level approach indicated that more specialised butterflies were significantly more affected by wild boar activity. Finally, the response of single species was investigated: two species (Colias croceus and Polyommatus icarus) were significantly more represented in R, whereas six species (Aricia agestis, Hipparchia statilinus, Lasiommata megera, Melanargia arge, Pyronia cecilia and Thymelicus acteon) were significantly more abundant in C. Three species considered at risk (M. arge; Annex II of Directive 92/43/EEC; H. statilinus and T. acteon: European Red List) were less represented in rooted areas. Overall, the intensive wild boar activity negatively correlated with butterflies in the olive groves studied.",NA
"315","Alex 3","NO","Salamanca, Jordano; Souza, Brigida; Kyryczenko-Roth, Vera; Rodriguez-Saona, Cesar","Methyl Salicylate Increases Attraction and Function of Beneficial Arthropods in Cranberries","INSECTS","10","","","10.3390/insects10120423","2019","Methyl salicylate (MeSA) is an herbivore-induced plant volatile (HIPV) known to attract the natural enemies of herbivores in agro-ecosystems; however, whether this attraction leads to an increase in natural enemy functioning, i.e., predation, remains largely unknown. Here, we monitored for 2 years (2011-2012) the response of herbivores and natural enemies to MeSA lures (PredaLure) by using sticky and pitfall traps in cranberry bogs. In addition, European corn borer, Ostrinia nubilalis, egg masses were used to determine whether natural enemy attraction to MeSA leads to higher predation. In both years, MeSA increased adult hoverfly captures on sticky traps and augmented predation of O. nubilalis eggs. However, MeSA also attracted more phytophagous thrips and, in 2012, more plant bugs (Miridae) to sticky traps. Furthermore, we used surveillance cameras to record the identity of natural enemies attracted to MeSA and measure their predation rate. Video recordings showed that MeSA lures increase visitation by adult lady beetles, adult hoverflies, and predatory mites to sentinel eggs, and predation of these eggs doubled compared to no-lure controls. Our data indicate that MeSA lures increase predator attraction, resulting in increased predation; thus, we provide evidence that attraction to HIPVs can increase natural enemy functioning in an agro-ecosystem.",NA
"316","Alex 3","NO","MANGAN, RL; THOMAS, DB","HABITAT PREFERENCES AND DISPERSAL PATTERNS IN NATIVE FEMALE SCREWWORM FLIES (DIPTERA, CALLIPHORIDAE)","ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA","82","332","339","10.1093/aesa/82.3.332","1989","",NA
"317","Alex 3","NO","Grisak, Grant G.; Strainer, Adam C.; Tribby, Brad B.","RAINBOW TROUT SPAWNING CHARACTERISTICS AND. RELATION TO THE PARASITE MYXOBOLUS CEREBRALIS IN THE MISSOURI RIVER, MONTANA","Intermountain Journal of Sciences","18","6","19","","2012","The myxosporean parasite Myxobolus cerebralis is responsible for significant declines of rainbow trout (Oncorhynchus mykiss) populations in several western states, including Montana. Despite a high prevalence of the parasite in Montana's Missouri River, there have been no apparent impacts to the rainbow trout population. This study examined long-term M cerebralis monitoring data from the Missouri River system below Holter Dam and evaluated rainbow trout spawning characteristics such as migration distance, spawning location, site fidelity and amount of spawning in the Missouri River and tributaries over three years in an attempt to explain why the population has not declined in the presence of M cerebralis. Over 13 years of monitoring, a mean 5.3 percent of rainbow trout handled during population estimates had clinical signs of M cerebralis infection. In experiments using sentinel fish 53 percent of the spawning habitat had high severity of M cerebralis, 38 percent had low to moderate severity, and 9 percent had no infection. Radio telemetry showed spawning locations varied among years and tagged fish lacked spawning site fidelity. The distance that radio-tagged rainbow trout migrated to spawning locations was significantly different among river sections of the study area. Twenty-eight percent of the spawning redds were found in the Missouri River and 72 percent in the tributaries. Relative to previous studies, we found less tributary spawning and an increase in Missouri River spawning, where M cerebralis infection severity is lower. Our findings suggest that diverse spawning behaviors may contribute to rainbow trout population stability by spreading the risk of M cerebralis impact over spawning locations that have a broad range of infection severity.",NA
"318","Alex 3","NO","Penalver-Cruz, Ainara; Horgan, Finbarr G.","Interactions between Rice Resistance to Planthoppers and Honeydew-Related Egg Parasitism under Varying Levels of Nitrogenous Fertilizer","INSECTS","13","","","10.3390/insects13030251","2022","Simple Summary Planthopper outbreaks in rice are associated with excessive fertilizer applications. Public research has focused on developing resistant rice to combat these outbreaks. However, to preserve ecosystem resilience, natural enemy efficacy should be maintained on resistant and susceptible rice. We examined the impact of egg parasitoids on planthoppers (Nilaparvata lugens (Stal) [BPH] and Sogatella furcifera (Horvath) [WBPH]) and a leafhopper (Nephotettix virescens (Distant) [GLH]) in field plots of resistant (IR62) and susceptible (IR64) rice under low and high nitrogen. GLH and WBPH were more abundant in low-nitrogen plots during dry (GLH) and wet (GLH, WBPH) season sampling at an early crop stage. GLH were also more abundant on IR64. Parasitoids killed between 24 and 52% of planthopper eggs during exposures in trap plants. Parasitism by Oligosita and Anagrus wasps was higher on IR64 (BPH eggs) and in high-nitrogen plots (Oligosita spp. on BPH and WBPH eggs; Anagrus spp. on BPH eggs). Parasitism by Anagrus spp. was associated with the presence of honeydew and was highest where honeydew was derived from BPH feeding on IR62; these effects were only observed under high nitrogen. Results suggest that honeydew from IR62 favors parasitoids when plants are most vulnerable (i.e., under high nitrogen), thereby countering nitrogen-induced declines in host resistance. Host plant resistance is the most researched method for the management of planthoppers and leafhoppers in tropical rice. For optimal effects, resistance should be resilient to fertilizer inputs and work in synergy with natural enemies. In field plot experiments, we examined how rice resistance and fertilizer inputs affect mortality of planthopper and leafhopper eggs by hymenopteran parasitoids. We used IR62 as a variety with resistance to Nilaparvata lugens (Stal) [BPH], Sogatella furcifera (Horvath) [WBPH] and Nephotettix virescens (Distant) [GLH], and IR64 as a susceptible control. The herbivores were more abundant during wet season sampling in low-nitrogen plots. During this study, parasitoids killed between 31 and 38% of BPH eggs and 24 and 52% of WBPH eggs during four days of field exposure. Parasitism, mainly due to Oligosita spp., was generally higher in high-nitrogen and IR64 plots. Similar densities of eggs in exposed plants suggest that these trends were mediated by semiochemicals and therefore support the Optimal Defense Hypothesis. Honeydew from BPH on IR62 had more xylem-derived wastes than honeydew on IR64. We applied honeydew from both varieties to sentinel plants. Parasitism by Anagrus spp. was higher on plants of either variety treated with honeydew derived from IR62; however, the effect was only apparent in high-nitrogen plots. Results suggest that Anagrus spp., by responding to honeydew, will counter the nitrogen-induced enhancement of planthopper fitness on resistant rice.",NA
"319","Alex 3","NO","Boerstler, Jessica; Joest, Hanna; Garms, Rolf; Krueger, Andreas; Tannich, Egbert; Becker, Norbert; Schmidt-Chanasit, Jonas; Luehken, Renke","Host-feeding patterns of mosquito species in Germany","PARASITES & VECTORS","9","","","10.1186/s13071-016-1597-z","2016","Background: Mosquito-borne pathogens are of growing importance in many countries of Europe including Germany. At the same time, the transmission cycles of most mosquito-borne pathogens (e.g. viruses or filarial parasites) are not completely understood. There is especially a lack of knowledge about the vector capacity of the different mosquito species, which is strongly influenced by their host-feeding patterns. While this kind of information is important to identify the relevant vector species, e.g. to direct efficient control measures, studies about the host-feeding patterns of mosquito species in Germany are scarce and outdated.Methods: Between 2012 and 2015, 775 blood-fed mosquito specimens were collected. Sampling was conducted with Heavy Duty Encephalitis Vector Survey traps, Biogents Sentinel traps, gravid traps, hand-held aspirators, sweep nets, and human-bait collection. The host species for each mosquito specimen was identified with polymerase chain reactions and subsequent Sanger sequencing of the cytochrome b gene.Results: A total of 32 host species were identified for 23 mosquito species, covering 21 mammalian species (including humans) and eleven bird species. Three mosquito species accounted for nearly three quarters of all collected blood-fed mosquitoes: Aedes vexans (363 specimens, 46.8 % of all mosquito specimens), Culex pipiens pipiens form pipiens (100, 12.9 %) and Ochlerotatus cantans (99, 12.8 %). Non-human mammals dominated the host species (572 specimens, 73.8 % of all mosquito specimens), followed by humans (152, 19.6 %) and birds (51, 6.6 %). The most common host species were roe deer (Capreolus capreolus; 258 mosquito specimens, 33.3 % of all mosquito specimens, 65 % of all mosquito species), humans (Homo sapiens; 152, 19.6 %, 90 %), cattle (Bos taurus; 101, 13.0 %, 60 %), and wild boar (Sus scrofa; 116, 15.0 %, 50 %). There were no statistically significant differences in the spatial-temporal host-feeding patterns of the three most common mosquito species.Conclusions: Although the collected blood-fed mosquito species had a strong overlap of host species, two different host-feeding groups were identified with mosquito species feeding on (i) non-human mammals and humans or (ii) birds, non-human mammals, and humans, which make them potential vectors of pathogens only between mammals or between mammals and birds, respectively. Due to the combination of their host-feeding patterns and wide distribution in Germany, Cx. pipiens pipiens form pipiens and Cx. torrentium are potentially most important vectors for pathogens transmitted from birds to humans and the species Ae. vexans for pathogens transmitted from non-human mammals to humans. Finally, the presented study indicated a much broader host range compared to the classifications found in the literature for some of the species, which highlights the need for studies on the host-feeding patterns of mosquitoes to further assess their vector capacity and the disease ecology in Europe.",NA
"320","Alex 3","NO","do Amaral, Fabio Raposo; Macedo, Gabriel; Maldonado-Coelho, Marcos; Piacentini, Vitor de Q.; Keuroghlian, Alexine; Biondo, Cibele","Bluffing in the forest: Neotropical Neomorphus ground-cuckoos and peccaries in a possible case of acoustic mimicry","JOURNAL OF AVIAN BIOLOGY","48","1471","1474","10.1111/jav.01266","2017","Acoustic communication is particularly important in environments such as dense tropical forests, where the dim light constrains the efficacy of visual signals. In these environments, complex species interactions could promote the evolution of acoustic signals and result in intriguing patterns of mimicry and convergence. In the Neotropical region, Neomorphus ground-cuckoos frequently associate with herds of collared peccaries and white-lipped peccaries. Bill clacking behavior in ground-cuckoos closely resembles the sound of teeth clacking in peccaries and these acoustic signals are used in agonistic and foraging contexts in both species. Here we demonstrate that the acoustic characteristics of bill clacking in ground-cuckoos are more similar to teeth clacking of peccaries than to bill clacking of the more closely related Geococcyx roadrunner. We propose that two hypotheses may explain the evolution of the clacking behavior in these taxa. First, because peccaries are known to successfully ward off attacks from large predators to defend their herds, mimicking their clacking can deceive predators, either by triggering clacking from nearby peccaries, or making it appear to the predators that peccaries are present when they are not. Second, ground-cuckoos and peccaries could mutually benefit from the use of similar signals to alert each other of the presence of predators. In this context, ground-cuckoos could serve as sentinels while peccaries could confer protection. We also discuss alternative explanations for this striking acoustic resemblance. Ground-cuckoos and peccaries provide an interesting opportunity to study how an ecological association could foster the evolution of acoustic mimicry.",NA
"321","Alex 3","maybe","Turrin, Courtney; Watts, Bryan D.","NEST GUARDING IN CHESAPEAKE BAY BALD EAGLES","JOURNAL OF RAPTOR RESEARCH","49","18","28","10.3356/JRR-14-00043.1","2015","As Bald Eagle (Haliaeetus leucocephalus) populations approach carrying capacity in the Chesapeake Bay, competition for breeding territories appears to be intensifying. Frequent territorial interactions may force breeders to adjust nest-guarding behavior. We examined nest-guarding behaviors at active Bald Eagle nests in the lower Chesapeake Bay during the nesting season (2012 and 2013). Guarding coverage was 13.7 +/- 4.2% of total observation time during the pre-laying period, 6.8 +/- 2.2% of observation time in the incubation period, and 26.3 +/- 3.2% of observation time in the nestling period. Females were present in the nest area for 80.0 +/- 2.7% of the nestling period. Although males were present only 51.2 +/- 2.8% of the nestling period, male breeders guarded nests twice as often as females. Adults guarded most often from perches in adjacent trees and within 25 m of the nest. If increasing rates of conspecific interactions force males to allocate more time to nest guarding, a tradeoff may occur, with males dividing time between guarding the nest and foraging for food to provision offspring.",NA
"322","Alex 3","NO","Roberts, SC","Selection of scent-marking sites by klipspringers (Oreotragus oreotragus)","JOURNAL OF ZOOLOGY","243","555","564","10.1111/j.1469-7998.1997.tb02801.x","1997","Klipspringers deposit scent marks in the form of secretion from the preorbital glands on branches of low trees and shrubs within their territories. Local environmental factors which affect choice of scent-marking sites in a population of wild klipspringers in Zimbabwe are described. Scent marks were typically placed within a narrow vertical range at the end of upward-pointing twigs. Twigs were more likely to be selected if they were located above bare rock, particularly if the ground was raised above the immediately surrounding area or was close to a significant break in slope. A substantial proportion of sites were placed on dead wood. Marking sites may remain in use for a number of years, with turnover rates calculated at between 1 and 2% per annum. The species of tree on which marks were placed were recorded and compared with overall abundance in the habitat. Palatable tree species were found to be selected preferentially when compared to unpalatable ones. Several explanations for this are compared. It is concluded that, simply through preferential selection of certain local characteristics, klipspringers may enhance the visibility and predictability of their scent marks.",NA
"323","Alex 3","maybe","Powers, Simon T.; Lehmann, Laurent","When is bigger better? The effects of group size on the evolution of helping behaviours","BIOLOGICAL REVIEWS","92","902","920","10.1111/brv.12260","2017","Understanding the evolution of sociality in humans and other species requires understanding how selection on social behaviour varies with group size. However, the effects of group size are frequently obscured in the theoretical literature, which often makes assumptions that are at odds with empirical findings. In particular, mechanisms are suggested as supporting large-scale cooperation when they would in fact rapidly become ineffective with increasing group size. Here we review the literature on the evolution of helping behaviours (cooperation and altruism), and frame it using a simple synthetic model that allows us to delineate how the three main components of the selection pressure on helping must vary with increasing group size. The first component is the marginal benefit of helping to group members, which determines both direct fitness benefits to the actor and indirect fitness benefits to recipients. While this is often assumed to be independent of group size, marginal benefits are in practice likely to be maximal at intermediate group sizes for many types of collective action problems, and will eventually become very small in large groups due to the law of decreasing marginal returns. The second component is the response of social partners on the past play of an actor, which underlies conditional behaviour under repeated social interactions. We argue that under realistic conditions on the transmission of information in a population, this response on past play decreases rapidly with increasing group size so that reciprocity alone (whether direct, indirect, or generalised) cannot sustain cooperation in very large groups. The final component is the relatedness between actor and recipient, which, according to the rules of inheritance, again decreases rapidly with increasing group size. These results explain why helping behaviours in very large social groups are limited to cases where the number of reproducing individuals is small, as in social insects, or where there are social institutions that can promote (possibly through sanctioning) large-scale cooperation, as in human societies. Finally, we discuss how individually devised institutions can foster the transition from small-scale to large-scale cooperative groups in human evolution.",NA
