Observation id,Observation date,Description,Media file,Total length,FPS,Location,Environment,Number of crows,Baited,Sentinel present,Code,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,947.492,947.492,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,947.734,947.734,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,948.080,948.838,0.758,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,948.738,949.239,0.501,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Up,Vigilance,,STATE,948.839,949.338,0.499,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,949.240,949.990,0.750,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Moving,Vigilance,Walking,STATE,949.339,951.838,2.499,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,949.492,949.492,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,949.991,950.991,1.000,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,950.992,952.737,1.745,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,951.236,951.236,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,951.839,954.837,2.998,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,952.079,952.079,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,952.236,952.236,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,952.738,958.236,5.498,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,953.080,953.080,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,954.339,954.339,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Up,Vigilance,,STATE,954.838,955.579,0.741,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,955.580,956.578,0.998,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,956.079,956.079,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Up,Vigilance,,STATE,956.579,961.838,5.259,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,958.237,963.737,5.500,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Moving,Vigilance,Walking,STATE,961.839,962.587,0.748,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,962.588,964.335,1.747,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,962.740,962.740,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,962.837,962.837,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,962.993,962.993,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,963.238,963.238,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,963.582,963.582,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,963.738,964.238,0.500,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,964.239,965.237,0.998,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Moving,Vigilance,Walking,STATE,964.336,964.577,0.241,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,964.492,964.492,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,964.578,968.079,3.501,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,964.843,964.843,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,964.991,964.991,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,965.079,965.079,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,965.238,965.493,0.255,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,965.494,967.236,1.742,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,965.579,965.579,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,966.579,966.579,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,966.734,966.734,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,967.080,967.080,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,967.237,967.735,0.498,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,967.579,967.579,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,967.735,968.403,0.668,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,967.736,967.736,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Up,Vigilance,,STATE,968.080,968.577,0.497,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,968.404,968.904,0.500,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,968.578,971.078,2.500,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,968.839,968.839,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,968.905,972.155,3.250,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,969.406,969.406,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,969.905,969.905,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,970.404,970.404,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,970.579,970.579,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Up,Vigilance,,STATE,971.079,971.578,0.499,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,971.579,974.336,2.757,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,971.656,971.656,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,972.080,972.080,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,972.156,973.404,1.248,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,972.580,972.580,NA,,
045 - Ontario Esso - 5 crows - Baited,2022-09-29 07:38:00,,H:/Crow videos/NOT CODED vids/045.MOV,1020.820,59.94,"43.177676, -79.265514",Buisness Commercial Employment,5,yes,yes,045,No focal subject,Disturbance,,Vehicle,POINT,972.862,972.862,NA,,
045 - Ontario Esso - 5 crows - Baited,2022-09-29 07:38:00,,H:/Crow videos/NOT CODED vids/045.MOV,1020.820,59.94,"43.177676, -79.265514",Buisness Commercial Employment,5,yes,yes,045,No focal subject,Disturbance,,Vehicle,POINT,972.862,972.862,NA,,
045 - Ontario Esso - 5 crows - Baited,2022-09-29 07:38:00,,H:/Crow videos/NOT CODED vids/045.MOV,1020.820,59.94,"43.177676, -79.265514",Buisness Commercial Employment,5,yes,yes,045,No focal subject,Disturbance,,Vehicle,POINT,972.862,972.862,NA,,
045 - Ontario Esso - 5 crows - Baited,2022-09-29 07:38:00,,H:/Crow videos/NOT CODED vids/045.MOV,1020.820,59.94,"43.177676, -79.265514",Buisness Commercial Employment,5,yes,yes,045,No focal subject,Disturbance,,Vehicle,POINT,972.862,972.862,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,973.405,974.907,1.502,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,973.579,973.579,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,973.905,973.905,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Up,Vigilance,,STATE,974.337,974.580,0.243,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,974.581,979.081,4.500,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,974.836,974.836,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,974.908,975.670,0.762,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,975.579,975.579,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,975.671,976.670,0.999,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,975.908,975.908,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,976.671,978.407,1.736,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,976.846,976.846,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,977.842,977.842,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,978.408,979.668,1.260,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,978.583,978.583,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Up,Vigilance,,STATE,979.082,979.334,0.252,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,979.169,979.169,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,979.335,981.835,2.500,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,979.669,981.668,1.999,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,979.842,979.842,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,980.839,980.839,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,981.586,981.586,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Moving,Vigilance,Walking,STATE,981.669,983.408,1.739,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Up,Vigilance,,STATE,981.836,982.076,0.240,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,982.077,985.078,3.001,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,982.580,982.580,NA,,
